symbol,datetime,open,high,low,close,volume,DERIVATIVE_TYPE,YEAR,MONTH,DATE,TIME,expiry,option_type,strike,open_interest,ATM
NIFTY,2026-03-12 09:15:00,23720.0,23749.9,23666.0,23666.1,513045,F,2026.0,3.0,2026-03-12,09:15:59,I,,,18073445.0,
NIFTY,2026-03-12 09:16:00,23666.1,23693.9,23651.0,23663.5,125775,F,2026.0,3.0,2026-03-12,09:16:59,I,,,18219760.0,
NIFTY,2026-03-12 09:17:00,23663.5,23669.4,23643.0,23644.7,87360,F,2026.0,3.0,2026-03-12,09:17:59,I,,,18219760.0,
NIFTY,2026-03-12 09:18:00,23644.7,23660.0,23640.0,23660.0,80925,F,2026.0,3.0,2026-03-12,09:18:59,I,,,18219760.0,
NIFTY,2026-03-12 09:19:00,23660.0,23661.5,23645.0,23655.9,97305,F,2026.0,3.0,2026-03-12,09:19:59,I,,,18252260.0,
NIFTY,2026-03-12 09:20:00,23655.9,23680.0,23642.1,23677.8,50050,F,2026.0,3.0,2026-03-12,09:20:59,I,,,18252260.0,
NIFTY,2026-03-12 09:21:00,23685.0,23685.0,23652.8,23654.9,50765,F,2026.0,3.0,2026-03-12,09:21:59,I,,,18252260.0,
NIFTY,2026-03-12 09:22:00,23654.9,23670.9,23653.4,23662.5,33280,F,2026.0,3.0,2026-03-12,09:22:59,I,,,18247320.0,
NIFTY,2026-03-12 09:23:00,23662.5,23677.8,23650.2,23670.3,93210,F,2026.0,3.0,2026-03-12,09:23:59,I,,,18247320.0,
NIFTY,2026-03-12 09:24:00,23670.3,23692.3,23668.9,23691.4,42380,F,2026.0,3.0,2026-03-12,09:24:59,I,,,18247320.0,
NIFTY,2026-03-12 09:25:00,23690.5,23698.0,23675.0,23685.1,84695,F,2026.0,3.0,2026-03-12,09:25:59,I,,,18231850.0,
NIFTY,2026-03-12 09:26:00,23685.1,23692.1,23672.8,23690.0,37765,F,2026.0,3.0,2026-03-12,09:26:59,I,,,18231850.0,
NIFTY,2026-03-12 09:27:00,23690.0,23700.0,23680.0,23684.0,61815,F,2026.0,3.0,2026-03-12,09:27:59,I,,,18231850.0,
NIFTY,2026-03-12 09:28:00,23684.0,23690.0,23673.6,23684.6,23985,F,2026.0,3.0,2026-03-12,09:28:59,I,,,18220800.0,
NIFTY,2026-03-12 09:29:00,23684.6,23700.0,23677.0,23695.2,22425,F,2026.0,3.0,2026-03-12,09:29:59,I,,,18220800.0,
NIFTY,2026-03-12 09:30:00,23695.2,23696.3,23675.5,23680.5,21125,F,2026.0,3.0,2026-03-12,09:30:59,I,,,18220800.0,
NIFTY,2026-03-12 09:31:00,23680.5,23705.0,23680.5,23697.3,22555,F,2026.0,3.0,2026-03-12,09:31:59,I,,,18210335.0,
NIFTY,2026-03-12 09:32:00,23697.3,23702.6,23690.0,23696.6,20865,F,2026.0,3.0,2026-03-12,09:32:59,I,,,18210335.0,
NIFTY,2026-03-12 09:33:00,23696.6,23702.9,23686.5,23694.0,20735,F,2026.0,3.0,2026-03-12,09:33:59,I,,,18210335.0,
NIFTY,2026-03-12 09:34:00,23694.0,23695.0,23676.0,23680.9,20215,F,2026.0,3.0,2026-03-12,09:34:59,I,,,18202730.0,
