symbol,datetime,open,high,low,close,volume,DERIVATIVE_TYPE,YEAR,MONTH,DATE,TIME,expiry,option_type,strike,open_interest,ATM
NIFTY,2026-02-17 09:15:00,25643.0,25643.0,25616.8,25625.0,261235,F,2026.0,2.0,2026-02-17,09:15:59,I,,,15589730.0,
NIFTY,2026-02-17 09:16:00,25625.6,25625.6,25608.3,25620.0,34840,F,2026.0,2.0,2026-02-17,09:16:59,I,,,15683915.0,
NIFTY,2026-02-17 09:17:00,25619.7,25619.7,25610.6,25616.0,16770,F,2026.0,2.0,2026-02-17,09:17:59,I,,,15683915.0,
NIFTY,2026-02-17 09:18:00,25616.7,25623.9,25615.0,25620.2,20995,F,2026.0,2.0,2026-02-17,09:18:59,I,,,15683915.0,
NIFTY,2026-02-17 09:19:00,25620.2,25627.8,25615.1,25621.7,24830,F,2026.0,2.0,2026-02-17,09:19:59,I,,,15662595.0,
NIFTY,2026-02-17 09:20:00,25621.7,25621.7,25595.0,25595.0,40170,F,2026.0,2.0,2026-02-17,09:20:59,I,,,15662595.0,
NIFTY,2026-02-17 09:21:00,25594.0,25606.3,25590.0,25600.0,49465,F,2026.0,2.0,2026-02-17,09:21:59,I,,,15662595.0,
NIFTY,2026-02-17 09:22:00,25600.0,25621.8,25600.0,25611.1,30550,F,2026.0,2.0,2026-02-17,09:22:59,I,,,15643810.0,
NIFTY,2026-02-17 09:23:00,25611.5,25619.0,25597.0,25601.4,27105,F,2026.0,2.0,2026-02-17,09:23:59,I,,,15643810.0,
NIFTY,2026-02-17 09:24:00,25601.0,25605.5,25583.6,25588.6,35035,F,2026.0,2.0,2026-02-17,09:24:59,I,,,15643810.0,
NIFTY,2026-02-17 09:25:00,25588.6,25605.4,25582.5,25600.0,16250,F,2026.0,2.0,2026-02-17,09:25:59,I,,,15685670.0,
NIFTY,2026-02-17 09:26:00,25600.0,25613.1,25594.8,25602.0,9100,F,2026.0,2.0,2026-02-17,09:26:59,I,,,15685670.0,
NIFTY,2026-02-17 09:27:00,25596.2,25607.6,25592.0,25598.0,22230,F,2026.0,2.0,2026-02-17,09:27:59,I,,,15685670.0,
NIFTY,2026-02-17 09:28:00,25598.0,25608.8,25593.2,25607.3,12220,F,2026.0,2.0,2026-02-17,09:28:59,I,,,15697435.0,
