symbol,datetime,open,high,low,close,volume,DERIVATIVE_TYPE,YEAR,MONTH,DATE,TIME,expiry,option_type,strike,open_interest,ATM
NIFTY,2026-04-07 09:15:00,22875.0,22900.0,22806.0,22853.4,178945,F,2026.0,4.0,2026-04-07,09:15:59,I,,,21510515.0,
NIFTY,2026-04-07 09:16:00,22846.1,22859.0,22823.2,22827.5,96785,F,2026.0,4.0,2026-04-07,09:16:59,I,,,21535735.0,
NIFTY,2026-04-07 09:17:00,22826.0,22856.5,22826.0,22856.5,40495,F,2026.0,4.0,2026-04-07,09:17:59,I,,,21535735.0,
NIFTY,2026-04-07 09:18:00,22857.3,22863.5,22840.0,22848.0,44330,F,2026.0,4.0,2026-04-07,09:18:59,I,,,21535735.0,
NIFTY,2026-04-07 09:19:00,22848.0,22865.0,22840.0,22843.6,46085,F,2026.0,4.0,2026-04-07,09:19:59,I,,,21535995.0,
NIFTY,2026-04-07 09:20:00,22846.3,22850.0,22836.2,22848.7,40950,F,2026.0,4.0,2026-04-07,09:20:59,I,,,21535995.0,
NIFTY,2026-04-07 09:21:00,22848.7,22869.0,22842.0,22869.0,30550,F,2026.0,4.0,2026-04-07,09:21:59,I,,,21535995.0,
NIFTY,2026-04-07 09:22:00,22869.0,22890.0,22865.2,22883.1,55575,F,2026.0,4.0,2026-04-07,09:22:59,I,,,21549580.0,
NIFTY,2026-04-07 09:23:00,22882.8,22895.0,22869.1,22885.0,43875,F,2026.0,4.0,2026-04-07,09:23:59,I,,,21549580.0,
NIFTY,2026-04-07 09:24:00,22885.0,22890.8,22875.1,22875.1,26325,F,2026.0,4.0,2026-04-07,09:24:59,I,,,21549580.0,
NIFTY,2026-04-07 09:25:00,22875.1,22890.0,22871.7,22885.0,25480,F,2026.0,4.0,2026-04-07,09:25:59,I,,,21557900.0,
NIFTY,2026-04-07 09:26:00,22885.0,22941.7,22882.7,22928.5,84045,F,2026.0,4.0,2026-04-07,09:26:59,I,,,21557900.0,
NIFTY,2026-04-07 09:27:00,22928.5,22949.0,22918.5,22931.2,51675,F,2026.0,4.0,2026-04-07,09:27:59,I,,,21557900.0,
NIFTY,2026-04-07 09:28:00,22942.1,22946.4,22931.1,22940.0,30420,F,2026.0,4.0,2026-04-07,09:28:59,I,,,21535020.0,
NIFTY,2026-04-07 09:29:00,22940.0,22950.0,22930.0,22943.7,36660,F,2026.0,4.0,2026-04-07,09:29:59,I,,,21535020.0,
NIFTY,2026-04-07 09:30:00,22943.7,22955.0,22943.7,22953.0,40170,F,2026.0,4.0,2026-04-07,09:30:59,I,,,21535020.0,
NIFTY,2026-04-07 09:31:00,22955.0,22955.0,22936.0,22936.0,32175,F,2026.0,4.0,2026-04-07,09:31:59,I,,,21525985.0,
NIFTY,2026-04-07 09:32:00,22936.0,22944.0,22922.6,22935.0,28860,F,2026.0,4.0,2026-04-07,09:32:59,I,,,21525985.0,
NIFTY,2026-04-07 09:33:00,22935.1,22938.0,22921.0,22926.1,17810,F,2026.0,4.0,2026-04-07,09:33:59,I,,,21525985.0,
NIFTY,2026-04-07 09:34:00,22930.0,22934.3,22911.0,22911.0,41665,F,2026.0,4.0,2026-04-07,09:34:59,I,,,21528000.0,
NIFTY,2026-04-07 09:35:00,22911.0,22920.0,22891.4,22896.1,40690,F,2026.0,4.0,2026-04-07,09:35:59,I,,,21528000.0,
NIFTY,2026-04-07 09:36:00,22906.0,22920.0,22896.4,22915.0,14105,F,2026.0,4.0,2026-04-07,09:36:59,I,,,21528000.0,
NIFTY,2026-04-07 09:37:00,22915.0,22940.0,22911.2,22929.9,20475,F,2026.0,4.0,2026-04-07,09:37:59,I,,,21516430.0,
NIFTY,2026-04-07 09:38:00,22929.9,22934.6,22896.0,22901.4,23335,F,2026.0,4.0,2026-04-07,09:38:59,I,,,21516430.0,
NIFTY,2026-04-07 09:39:00,22901.4,22915.0,22896.0,22903.6,14495,F,2026.0,4.0,2026-04-07,09:39:59,I,,,21516430.0,
NIFTY,2026-04-07 09:40:00,22904.9,22925.0,22904.9,22916.5,18265,F,2026.0,4.0,2026-04-07,09:40:59,I,,,21522280.0,
NIFTY,2026-04-07 09:41:00,22916.5,22925.0,22902.0,22902.0,28730,F,2026.0,4.0,2026-04-07,09:41:59,I,,,21522280.0,
NIFTY,2026-04-07 09:42:00,22902.0,22905.0,22885.0,22889.4,46865,F,2026.0,4.0,2026-04-07,09:42:59,I,,,21522280.0,
NIFTY,2026-04-07 09:43:00,22889.4,22890.4,22852.0,22856.6,51545,F,2026.0,4.0,2026-04-07,09:43:59,I,,,21538400.0,
NIFTY,2026-04-07 09:44:00,22856.6,22874.6,22852.5,22868.4,25285,F,2026.0,4.0,2026-04-07,09:44:59,I,,,21538400.0,
NIFTY,2026-04-07 09:45:00,22868.4,22890.0,22860.2,22889.5,20215,F,2026.0,4.0,2026-04-07,09:45:59,I,,,21538400.0,
NIFTY,2026-04-07 09:46:00,22889.5,22909.0,22881.5,22898.0,28210,F,2026.0,4.0,2026-04-07,09:46:59,I,,,21533200.0,
NIFTY,2026-04-07 09:47:00,22893.8,22915.0,22888.0,22915.0,15600,F,2026.0,4.0,2026-04-07,09:47:59,I,,,21533200.0,
