symbol,datetime,open,high,low,close,volume,DERIVATIVE_TYPE,YEAR,MONTH,DATE,TIME,expiry,option_type,strike,open_interest,ATM
NIFTY,2026-02-01 09:15:00,25425.0,25425.0,25333.0,25380.6,116025,F,2026.0,2.0,2026-02-01,09:15:59,I,,,18208775.0,
NIFTY,2026-02-01 09:16:00,25380.6,25384.0,25360.7,25366.0,42900,F,2026.0,2.0,2026-02-01,09:16:59,I,,,18208775.0,
NIFTY,2026-02-01 09:17:00,25366.0,25385.0,25366.0,25384.9,20345,F,2026.0,2.0,2026-02-01,09:17:59,I,,,18208775.0,
NIFTY,2026-02-01 09:18:00,25384.9,25390.3,25380.9,25387.6,19825,F,2026.0,2.0,2026-02-01,09:18:59,I,,,18194735.0,
NIFTY,2026-02-01 09:19:00,25387.6,25389.4,25381.0,25381.6,17160,F,2026.0,2.0,2026-02-01,09:19:59,I,,,18194735.0,
NIFTY,2026-02-01 09:20:00,25381.6,25389.6,25366.5,25387.9,17810,F,2026.0,2.0,2026-02-01,09:20:59,I,,,18194735.0,
NIFTY,2026-02-01 09:21:00,25388.8,25388.8,25370.0,25370.0,17355,F,2026.0,2.0,2026-02-01,09:21:59,I,,,18188235.0,
NIFTY,2026-02-01 09:22:00,25370.0,25384.4,25366.8,25371.9,10985,F,2026.0,2.0,2026-02-01,09:22:59,I,,,18188235.0,
NIFTY,2026-02-01 09:23:00,25371.9,25381.7,25367.8,25374.0,8450,F,2026.0,2.0,2026-02-01,09:23:59,I,,,18188235.0,
NIFTY,2026-02-01 09:24:00,25374.0,25383.9,25371.0,25375.4,13065,F,2026.0,2.0,2026-02-01,09:24:59,I,,,18190315.0,
NIFTY,2026-02-01 09:25:00,25375.4,25383.8,25367.2,25383.8,12545,F,2026.0,2.0,2026-02-01,09:25:59,I,,,18190315.0,
NIFTY,2026-02-01 09:26:00,25376.3,25384.4,25373.7,25378.0,12805,F,2026.0,2.0,2026-02-01,09:26:59,I,,,18190315.0,
NIFTY,2026-02-01 09:27:00,25377.6,25394.0,25375.5,25381.4,15145,F,2026.0,2.0,2026-02-01,09:27:59,I,,,18204225.0,
NIFTY,2026-02-01 09:28:00,25381.4,25395.0,25381.4,25390.0,17355,F,2026.0,2.0,2026-02-01,09:28:59,I,,,18204225.0,
NIFTY,2026-02-01 09:29:00,25390.0,25395.0,25388.5,25394.6,24310,F,2026.0,2.0,2026-02-01,09:29:59,I,,,18204225.0,
NIFTY,2026-02-01 09:30:00,25394.6,25395.0,25382.2,25383.8,11765,F,2026.0,2.0,2026-02-01,09:30:59,I,,,18204225.0,
NIFTY,2026-02-01 09:31:00,25383.8,25388.0,25372.0,25376.1,12350,F,2026.0,2.0,2026-02-01,09:31:59,I,,,18216770.0,
NIFTY,2026-02-01 09:32:00,25376.1,25384.7,25375.0,25382.0,9230,F,2026.0,2.0,2026-02-01,09:32:59,I,,,18216770.0,
NIFTY,2026-02-01 09:33:00,25382.0,25390.0,25379.6,25388.3,5525,F,2026.0,2.0,2026-02-01,09:33:59,I,,,18216770.0,
NIFTY,2026-02-01 09:34:00,25388.3,25390.0,25381.9,25387.0,5785,F,2026.0,2.0,2026-02-01,09:34:59,I,,,18218265.0,
NIFTY,2026-02-01 09:35:00,25387.0,25387.0,25377.3,25379.0,6305,F,2026.0,2.0,2026-02-01,09:35:59,I,,,18218265.0,
NIFTY,2026-02-01 09:36:00,25379.0,25389.8,25378.4,25386.2,11570,F,2026.0,2.0,2026-02-01,09:36:59,I,,,18218265.0,
NIFTY,2026-02-01 09:37:00,25386.2,25391.0,25384.0,25389.0,4160,F,2026.0,2.0,2026-02-01,09:37:59,I,,,18209165.0,
NIFTY,2026-02-01 09:38:00,25389.0,25390.0,25385.8,25388.5,6630,F,2026.0,2.0,2026-02-01,09:38:59,I,,,18209165.0,
NIFTY,2026-02-01 09:39:00,25389.6,25391.9,25383.1,25385.2,9425,F,2026.0,2.0,2026-02-01,09:39:59,I,,,18209165.0,
NIFTY,2026-02-01 09:40:00,25385.2,25385.2,25375.0,25377.3,9880,F,2026.0,2.0,2026-02-01,09:40:59,I,,,18201170.0,
NIFTY,2026-02-01 09:41:00,25378.0,25386.5,25378.0,25386.0,5785,F,2026.0,2.0,2026-02-01,09:41:59,I,,,18201170.0,
NIFTY,2026-02-01 09:42:00,25386.0,25389.0,25380.0,25383.9,13065,F,2026.0,2.0,2026-02-01,09:42:59,I,,,18201170.0,
NIFTY,2026-02-01 09:43:00,25383.9,25391.8,25383.9,25390.0,8385,F,2026.0,2.0,2026-02-01,09:43:59,I,,,18194995.0,
NIFTY,2026-02-01 09:44:00,25390.0,25409.0,25387.4,25407.1,13390,F,2026.0,2.0,2026-02-01,09:44:59,I,,,18194995.0,
NIFTY,2026-02-01 09:45:00,25407.1,25422.0,25406.3,25413.6,40040,F,2026.0,2.0,2026-02-01,09:45:59,I,,,18194995.0,
NIFTY,2026-02-01 09:46:00,25413.6,25417.3,25407.6,25412.0,8905,F,2026.0,2.0,2026-02-01,09:46:59,I,,,18188105.0,
NIFTY,2026-02-01 09:47:00,25412.0,25419.9,25407.0,25410.5,16185,F,2026.0,2.0,2026-02-01,09:47:59,I,,,18188105.0,
NIFTY,2026-02-01 09:48:00,25410.5,25412.0,25397.2,25411.0,12675,F,2026.0,2.0,2026-02-01,09:48:59,I,,,18188105.0,
NIFTY,2026-02-01 09:49:00,25411.0,25416.8,25408.5,25410.0,8450,F,2026.0,2.0,2026-02-01,09:49:59,I,,,18190510.0,
NIFTY,2026-02-01 09:50:00,25410.0,25418.4,25362.8,25389.9,27625,F,2026.0,2.0,2026-02-01,09:50:59,I,,,18190510.0,
NIFTY,2026-02-01 09:51:00,25389.9,25410.5,25383.4,25400.0,105950,F,2026.0,2.0,2026-02-01,09:51:59,I,,,18190510.0,
NIFTY,2026-02-01 09:52:00,25400.0,25415.0,25400.0,25407.6,5785,F,2026.0,2.0,2026-02-01,09:52:59,I,,,18111990.0,
NIFTY,2026-02-01 09:53:00,25407.6,25410.9,25404.1,25409.0,5720,F,2026.0,2.0,2026-02-01,09:53:59,I,,,18111990.0,
NIFTY,2026-02-01 09:54:00,25409.0,25409.9,25402.1,25403.0,4095,F,2026.0,2.0,2026-02-01,09:54:59,I,,,18111990.0,
NIFTY,2026-02-01 09:55:00,25403.0,25409.9,25400.0,25408.5,6500,F,2026.0,2.0,2026-02-01,09:55:59,I,,,18108545.0,
NIFTY,2026-02-01 09:56:00,25408.5,25408.5,25395.9,25403.8,7215,F,2026.0,2.0,2026-02-01,09:56:59,I,,,18108545.0,
