symbol,datetime,open,high,low,close,volume,DERIVATIVE_TYPE,YEAR,MONTH,DATE,TIME,expiry,option_type,strike,open_interest,ATM
NIFTY,2026-03-02 09:15:00,25100.0,25100.0,24972.0,25003.3,175890,F,2026.0,3.0,2026-03-02,09:15:59,I,,,14260870.0,
NIFTY,2026-03-02 09:16:00,25003.3,25015.7,24982.6,24994.0,37635,F,2026.0,3.0,2026-03-02,09:16:59,I,,,14381575.0,
NIFTY,2026-03-02 09:17:00,25008.5,25050.0,25008.5,25024.1,35035,F,2026.0,3.0,2026-03-02,09:17:59,I,,,14381575.0,
NIFTY,2026-03-02 09:18:00,25051.0,25053.5,25015.0,25015.4,65390,F,2026.0,3.0,2026-03-02,09:18:59,I,,,14381575.0,
NIFTY,2026-03-02 09:19:00,25015.4,25050.0,25015.4,25050.0,32110,F,2026.0,3.0,2026-03-02,09:19:59,I,,,14424150.0,
NIFTY,2026-03-02 09:20:00,25050.0,25095.9,25044.7,25080.0,41275,F,2026.0,3.0,2026-03-02,09:20:59,I,,,14424150.0,
NIFTY,2026-03-02 09:21:00,25085.8,25118.4,25079.9,25080.5,104910,F,2026.0,3.0,2026-03-02,09:21:59,I,,,14424150.0,
NIFTY,2026-03-02 09:22:00,25087.2,25093.8,25063.0,25080.2,54470,F,2026.0,3.0,2026-03-02,09:22:59,I,,,14469260.0,
NIFTY,2026-03-02 09:23:00,25080.2,25083.2,25036.0,25040.0,120900,F,2026.0,3.0,2026-03-02,09:23:59,I,,,14469260.0,
NIFTY,2026-03-02 09:24:00,25040.0,25062.9,25040.0,25054.9,50700,F,2026.0,3.0,2026-03-02,09:24:59,I,,,14469260.0,
NIFTY,2026-03-02 09:25:00,25054.9,25054.9,25024.0,25027.4,38805,F,2026.0,3.0,2026-03-02,09:25:59,I,,,14624935.0,
NIFTY,2026-03-02 09:26:00,25031.6,25049.6,25018.6,25049.6,39715,F,2026.0,3.0,2026-03-02,09:26:59,I,,,14624935.0,
NIFTY,2026-03-02 09:27:00,25049.6,25073.7,25042.4,25072.1,27105,F,2026.0,3.0,2026-03-02,09:27:59,I,,,14624935.0,
NIFTY,2026-03-02 09:28:00,25064.5,25085.0,25064.5,25085.0,18070,F,2026.0,3.0,2026-03-02,09:28:59,I,,,14621685.0,
NIFTY,2026-03-02 09:29:00,25085.0,25085.0,25040.1,25047.4,28665,F,2026.0,3.0,2026-03-02,09:29:59,I,,,14621685.0,
NIFTY,2026-03-02 09:30:00,25047.4,25085.0,25047.0,25085.0,12935,F,2026.0,3.0,2026-03-02,09:30:59,I,,,14621685.0,
NIFTY,2026-03-02 09:31:00,25085.0,25094.9,25080.0,25090.4,10400,F,2026.0,3.0,2026-03-02,09:31:59,I,,,14625845.0,
NIFTY,2026-03-02 09:32:00,25090.4,25098.0,25075.0,25097.9,44460,F,2026.0,3.0,2026-03-02,09:32:59,I,,,14625845.0,
NIFTY,2026-03-02 09:33:00,25097.8,25137.0,25095.0,25129.7,62465,F,2026.0,3.0,2026-03-02,09:33:59,I,,,14625845.0,
NIFTY,2026-03-02 09:34:00,25129.0,25145.0,25126.2,25139.1,56095,F,2026.0,3.0,2026-03-02,09:34:59,I,,,14607515.0,
NIFTY,2026-03-02 09:35:00,25143.8,25147.0,25126.0,25140.0,35165,F,2026.0,3.0,2026-03-02,09:35:59,I,,,14607515.0,
NIFTY,2026-03-02 09:36:00,25130.1,25144.7,25111.5,25113.7,28470,F,2026.0,3.0,2026-03-02,09:36:59,I,,,14607515.0,
NIFTY,2026-03-02 09:37:00,25113.7,25123.9,25086.1,25097.0,40300,F,2026.0,3.0,2026-03-02,09:37:59,I,,,14610830.0,
NIFTY,2026-03-02 09:38:00,25097.0,25124.1,25090.0,25110.0,40430,F,2026.0,3.0,2026-03-02,09:38:59,I,,,14610830.0,
NIFTY,2026-03-02 09:39:00,25110.0,25121.7,25105.8,25119.5,19695,F,2026.0,3.0,2026-03-02,09:39:59,I,,,14610830.0,
NIFTY,2026-03-02 09:40:00,25119.5,25141.5,25113.8,25115.5,27105,F,2026.0,3.0,2026-03-02,09:40:59,I,,,14632215.0,
NIFTY,2026-03-02 09:41:00,25115.5,25143.4,25101.0,25128.6,40430,F,2026.0,3.0,2026-03-02,09:41:59,I,,,14632215.0,
NIFTY,2026-03-02 09:42:00,25125.0,25133.7,25118.9,25128.8,10790,F,2026.0,3.0,2026-03-02,09:42:59,I,,,14632215.0,
NIFTY,2026-03-02 09:43:00,25133.0,25140.0,25123.4,25129.6,9880,F,2026.0,3.0,2026-03-02,09:43:59,I,,,14622530.0,
NIFTY,2026-03-02 09:44:00,25129.6,25135.0,25120.0,25128.3,13715,F,2026.0,3.0,2026-03-02,09:44:59,I,,,14622530.0,
NIFTY,2026-03-02 09:45:00,25128.3,25139.0,25123.1,25134.9,11700,F,2026.0,3.0,2026-03-02,09:45:59,I,,,14622530.0,
NIFTY,2026-03-02 09:46:00,25122.0,25139.6,25113.9,25137.6,10725,F,2026.0,3.0,2026-03-02,09:46:59,I,,,14625520.0,
NIFTY,2026-03-02 09:47:00,25137.6,25143.0,25130.5,25141.9,21190,F,2026.0,3.0,2026-03-02,09:47:59,I,,,14625520.0,
NIFTY,2026-03-02 09:48:00,25141.9,25151.0,25131.0,25131.0,36270,F,2026.0,3.0,2026-03-02,09:48:59,I,,,14625520.0,
NIFTY,2026-03-02 09:49:00,25131.0,25131.0,25106.3,25108.2,7540,F,2026.0,3.0,2026-03-02,09:49:59,I,,,14615055.0,
NIFTY,2026-03-02 09:50:00,25106.3,25108.3,25087.3,25098.4,8645,F,2026.0,3.0,2026-03-02,09:50:59,I,,,14615055.0,
NIFTY,2026-03-02 09:51:00,25098.2,25108.0,25080.0,25108.0,11570,F,2026.0,3.0,2026-03-02,09:51:59,I,,,14615055.0,
NIFTY,2026-03-02 09:52:00,25108.0,25108.0,25078.0,25082.0,13650,F,2026.0,3.0,2026-03-02,09:52:59,I,,,14628900.0,
NIFTY,2026-03-02 09:53:00,25076.0,25077.2,25060.0,25060.0,30355,F,2026.0,3.0,2026-03-02,09:53:59,I,,,14628900.0,
NIFTY,2026-03-02 09:54:00,25060.0,25066.6,25042.2,25042.2,53105,F,2026.0,3.0,2026-03-02,09:54:59,I,,,14628900.0,
NIFTY,2026-03-02 09:55:00,25042.2,25060.9,25042.2,25055.2,23725,F,2026.0,3.0,2026-03-02,09:55:59,I,,,14674595.0,
NIFTY,2026-03-02 09:56:00,25055.2,25068.6,25052.6,25062.0,32370,F,2026.0,3.0,2026-03-02,09:56:59,I,,,14674595.0,
NIFTY,2026-03-02 09:57:00,25062.0,25097.8,25062.0,25097.8,16185,F,2026.0,3.0,2026-03-02,09:57:59,I,,,14674595.0,
NIFTY,2026-03-02 09:58:00,25097.8,25104.0,25082.8,25091.3,22750,F,2026.0,3.0,2026-03-02,09:58:59,I,,,14673815.0,
NIFTY,2026-03-02 09:59:00,25091.3,25105.0,25086.6,25105.0,25935,F,2026.0,3.0,2026-03-02,09:59:59,I,,,14673815.0,
